collection,trajectory,insight_id,classification,reason,text,evidence,source
original,12,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Structured-output failures concentrated in particular content domains create nonrandom missingness. Partial judge results should retain per-task denominators and should not be averaged as though they cover the same examples as complete judges.,"L033, L038",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Anonymous candidate randomization reduces identity leakage but does not eliminate presentation bias. Position counts and position-standardized sensitivity checks are necessary when model differences are small; balanced assignment can support broad rankings while still leaving close comparisons uncertain.,"L040, L041, L042, L043",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Presentation requests often reveal unresolved analysis semantics. Separating target-model filters from evaluator filters, writing the reward dimensions explicitly, and stating whether evaluator results are pooled or equally averaged prevents plot revisions from silently changing the research question.","L044, L045, L046, L047, L050",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I011,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Metrics cannot always be transferred across suites: naive alignment required a human profile and therefore applied only to HUMANUAL, while SimulatorArena exposed different audit components. Cross-suite figures should aggregate only comparable quantities and should make omitted subsets and metric availability explicit.","L048, L049, L050",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,13,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","In interactive simulator evaluation, auxiliary-role routing is part of the experimental treatment. Changing the assistant changes the trajectory that is later judged, so a controlled correction requires regenerating interactions; replacing only the judge is sufficient only for saved single-response tasks whose target output is held fixed.","L015, L016, L017, L019, L020",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Human-reference behavior is conditioned on the interaction environment. When reference conversations were collected with heterogeneous assistants, evaluating every simulator against one fixed assistant measures fidelity under a new common environment. Results should therefore document this change and, where possible, stratify or control for the reference assistant.","L018, L022, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I003,exclude,Contradicted by cited L011: full runs exhausted quotas after preflight; do not retain the claim that preflights prevented quota exhaustion.,"Small end-to-end preflights prevented three expensive failure modes: inaccessible model routes, provider quota exhaustion, and malformed dataset adaptation. Preflights are most useful when they exercise the complete generation, structured judging, and data-loading path rather than checking endpoint authorization alone.","L009, L011, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Comparable mean scores and low three-way win rates can coexist when a model frequently loses by small margins and its strongest examples overlap with another model's strongest examples. Exact top-one credit discards distance and requires beating every competitor at once, which amplifies close and correlated differences.","L030, L031, L032, L033",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Continuous fidelity, pairwise strength, and multi-candidate top-one frequency answer different questions. Reporting them separately with margin bands and judge uncertainty preserves information that a single win rate loses; fixed anchors are needed if relative comparisons must be mapped to a pool-stable absolute scale.","L031, L033, L034, L043",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Stable aggregate rankings can coexist with low item-level judge agreement and evaluator-specific position effects. Balanced randomization and position standardization can protect aggregate comparisons, but close model differences should not be interpreted more precisely than the observed judge and presentation variability supports.","L037, L038, L039",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Metric decomposition can change the substantive conclusion. Restricting SimulatorArena reward to interaction style separated behavioral fidelity from document quality and fulfillment, while splitting audit distance into source and specificity revealed that apparent alignment was driven mainly by specificity and that absolute values hid systematic directionality.","L023, L042, L045, L047, L049",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Reusing benchmark prompts and scoring code does not by itself reproduce the benchmark protocol. Execution harness changes, model-role overrides, dataset subset selection, and result aggregation all affect what the scores mean, so provenance should describe the adapted protocol rather than imply equivalence to the original benchmark.","L003, L008, L015, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,13,I009,conditional,Conflates scheduler QOS job-count constraints with external-service capacity; keep these controls separately attributed.,"Scheduler and provider constraints require separate control planes. Dependency chains and partition moves manage compute availability, while isolated API-key lanes, bounded concurrency, resumability, and QOS-aware consolidation manage external-service capacity without duplicating work.","L011, L013, L014, L027",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-013.jsonl.oxygen-agents/summary/insight.md
original,14,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","When a requested workflow is unavailable as an installed plugin, a repository-local implementation may still be authoritative. Checking the user-specified local path before treating the workflow as unavailable prevents premature refusal while preserving the workflow's own safeguards.","L002, L003, L004",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Network-mounted workspaces can violate runtime assumptions in several independent ways, including server responsiveness and atomic filesystem operations. Running an unchanged executable copy and mutable workflow state on a private local filesystem can isolate those infrastructure limitations while retaining the workspace as the source and final-artifact location.","L005, L006, L013",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I003,conditional,General scope-checking lesson; rewrite into an explicit membership predicate and recount trigger.,"Scope decisions should be based on affirmative membership evidence and a verified count. Here, exact-workspace cwd evidence supported inclusion, but the change from 11 to 13 ambiguous sessions shows that the population should be recounted before recording the user's resolution.","L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Per-shard validation cannot establish global identity consistency. Shard-prefixed identifiers plus a global union and collision check prevented independently valid proposals from producing conflicting authority records, and immutable receipts made a clean restart safer than in-place repair.","L012, L014, L015, L017, L018",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Deleting an unsupported field can preserve syntax while destroying meaning when that field was carrying an implicit binding. Schema corrections should first identify the required semantic replacement; re-authoring `turn_index` findings with explicit `event_id` preserved the intended source association.,"L021, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Privacy offsets, database checks, and transport validators must measure the same preserved text representation. Embedded NUL and control bytes exposed mismatched length semantics even though the source digest was valid; aligning validation with Unicode code-point offsets resolved the gate without rewriting evidence.","L025, L026, L027",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Worker self-validation should exercise the authoritative recorder contract early. Proposal wrappers, enum values, phase rules, and participant constraints were discovered only after substantial drafting, consuming both correction waves and forcing a constrained parent takeover.","L029, L030, L031, L032",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I008,conditional,Specialized narrative-authority workflow; use only when completeness across semantic units is required.,Chapter-level evidence highlights do not prove coverage of every semantic unit represented by a narrative. Maintaining an explicit unit-to-event authority ledger makes evidence completeness testable without adding prose or unsupported claims.,"L033, L034",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Order-sensitive equality checks create false tampering or staleness failures when two stages legitimately enumerate the same identities differently. Reindexing by immutable catalog IDs and canonically comparing stable identity sets preserves exact content checks while removing incidental ordering dependence.,"L038, L039, L040, L041",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,14,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Workflow progress should be reported separately from user-visible completion. Reaching Story Privacy and Preference preparation did not satisfy the requested review pause, Preferences, Release Preview, or ZIP delivery, so the segment remains incomplete despite extensive validated intermediate work.","L001, L036, L040, L042",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-014.jsonl.oxygen-agents/summary/insight.md
original,15,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Repository-boundary validation is important before branch operations in workspaces that contain nested repositories. Moving the checks to the requested directory allowed the agent to identify the relevant clean repository and remote branch state before modifying branches.,"L003, L004, L005",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-015.jsonl.oxygen-agents/summary/insight.md
original,15,I002,conditional,Only applicable when a distinct commit is explicitly required; do not manufacture empty commits by default.,"When a requested branch must include a new commit but the base branch already contains all desired files, an explicitly disclosed empty commit can satisfy the commit requirement while preserving the tree exactly. This approach creates a distinct branch tip without inventing file changes.","L008, L009, L010, L014",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-015.jsonl.oxygen-agents/summary/insight.md
original,15,I003,conditional,Mainly an evidential limitation of a stripped transcript; missing tool output does not prove the actual operation failed.,"Repeated execution with network permission can address an environment restriction during a push, but a final status statement cannot substitute for retained command results in an auditable trajectory. When results are unavailable, summaries should attribute success to the reporting participant and preserve the verification gap.","L011, L012, L015",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-015.jsonl.oxygen-agents/summary/insight.md
original,16,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Session discovery can remain deterministic and privacy-conscious by making the initial metadata record the sole classification boundary. Workspace membership, actor type, and source eligibility can be decided without inspecting conversation text, while path-component matching prevents similarly prefixed sibling directories from being included.","L003, L004, L006",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-016.jsonl.oxygen-agents/summary/insight.md
original,16,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Collecting live append-only logs safely requires a defined snapshot boundary and verification after copying. Capturing only through the last complete record, hashing and rereading the captured prefix, and checking file identity permits benign appends while detecting truncation, replacement, and edits to already observed bytes.","L005, L008, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-016.jsonl.oxygen-agents/summary/insight.md
original,16,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Privacy and provenance are part of the collection format rather than later cleanup steps. Restrictive permissions, output-location guards, content-free diagnostics, per-snapshot hashes, and retained source locations allow downstream processing and auditing without placing raw conversation text in the manifest.","L006, L008, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-016.jsonl.oxygen-agents/summary/insight.md
original,16,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Passing synthetic behavioral tests did not establish acceptable performance on the live session store. The live metadata scan exposed an I/O problem and led to positional reads for prefix work, showing that filesystem-scale dry runs are a necessary complement to correctness tests for tools that traverse many active logs.","L011, L012, L014",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-016.jsonl.oxygen-agents/summary/insight.md
original,16,I005,conditional,"Specific frozen-record limitation; useful for auditors, but not independent evidence of an execution failure.","A successful dry run and validated implementation do not establish that a later materializing run completed. When a frozen record ends immediately after command invocation, downstream workflows should treat the requested artifacts as unresolved until a result or manifest is independently observed.","L014, L016, L017, L018",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-016.jsonl.oxygen-agents/summary/insight.md
redacted,1,I001,exclude,Greeting-only observation adds little beyond baseline assistant behavior.,"When an interaction begins without an actionable objective, asking the user to state the desired work is an appropriate scope-preserving response; there is no evidence about whether this prompt led to a substantive follow-up.","L001, L002",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-001/insight_redacted.md
redacted,2,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Task-level benchmark logic can be separated from a heavy training harness, but equivalence must be claimed at the correct layer. Preserving prompts, interaction loops, parsing, and rewards can retain core task behavior even when orchestration changes; successful smoke tests establish operability, while protocol equivalence still requires checking model routing and execution semantics.","L001, L002, L004, L005, L006",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A broad compatibility override can silently collapse distinct experimental roles. When one setting replaces the simulator, interaction partner, generator, and evaluator at once, model comparisons become confounded even if every job completes successfully.","L019, L020, L021, L022, L023",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","The minimum valid rerun depends on where a changed component enters the causal path. A saved single-turn answer can be rejudged because the judge runs after generation, whereas changing an interactive assistant requires regenerating the trajectory and downstream output because assistant behavior shapes later actions and scores.","L022, L025, L026, L027, L031, L032",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Protocol corrections are easier to audit when outputs remain separate and runs expose role-specific settings. Isolated corrected results preserve evidence from the earlier protocol, while focused preflights and runtime tracing verify that each auxiliary role receives the intended model.","L025, L028, L029, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A small end-to-end API preflight can detect deterministic access and schema failures, but it does not establish that provider quota is sufficient for a full benchmark. Launch validation should also estimate the total request volume and compare it with applicable limits.","L008, L009",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",An overall mean can hide both protocol confounding and unequal suite weights. Model comparisons should report task and suite aggregates and compare only runs with the same role assignments.,"L016, L023, L033, L034",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Separating scheduler dependencies from provider-capacity decisions lets unrelated work proceed without losing the intended order. Before releasing a dependency or moving pending work, verify the active job's health and preserve clear distinctions among complete, partial, blocked, running, and queued states.","L009, L010, L011, L012",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Dataset row counts must be interpreted together with provenance and evaluation purpose. Sets derived from the same source corpus can represent different evaluation protocols, and an undocumented sampling procedure should remain an explicit uncertainty rather than being inferred from overlap.","L031, L032, L035, L036",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,2,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A reusable behavioral-analysis layer benefits from normalizing distinct tasks into shared episode concepts before aggregation. Consistent tokenization and common representations allow the same measures to scale from episodes to tasks, suites, and models while still supporting task-specific extensions.","L013, L014, L015, L016, L017",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-002/insight_redacted.md
redacted,3,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Reusing task logic does not preserve an evaluation protocol when the execution layer changes model-role routing. Auxiliary roles are part of the experimental condition, so assignments should be explicit and validated before producing comparative rankings.","L007, L017, L018, L019, L020, L021",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","The cheapest valid correction depends on interaction structure. Saved single-turn target responses can be rejudged under a replacement judge, while an interactive trajectory must be regenerated when the counterpart changes because later actions depend on earlier messages.","L022, L026, L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A one-example preflight can establish access, schema compatibility, and basic routing, but it does not establish capacity for a full evaluation. Capacity checks should estimate the full request budget and compare it with applicable account limits before submission.","L009, L010, L011",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Separating credentials prevents unintended fallback between execution lanes, but access policy and quota capacity remain independent constraints that require their own validation.","L010, L011, L012",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",A fixed auxiliary assistant improves comparison among tested user simulators but does not reproduce references collected under several different assistants. Fixed-assistant and provenance-matched studies therefore answer different questions about simulated behavior.,"L023, L024, L025",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",An overall episode mean can obscure suite behavior when one suite contributes more examples and the suites measure different constructs. Suite-level and task-level aggregates are necessary for interpreting comparative results.,"L016, L030, L031",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A normalization layer makes a multi-suite analyzer easier to extend: shared episode representations allow common tokenization, reference pairing, aggregation, and extension metrics across single-turn and multi-turn outputs.","L014, L015, L016",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Routing checks establish which model identifier a client requested, but auditability also requires persisting the provider-returned identifier so later reviewers can detect aliases, fallbacks, or backend substitutions.",L029,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Scores inferred by a judge from responses should be described as judge-assessed alignment, especially when the target and judge receive asymmetric context and no independently labeled attributes are available.",L030,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,3,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Dataset size should be interpreted using the actual sampling unit and evaluated role. Conversation rows, unique tasks, and subsets designed for a different role are not interchangeable measures of coverage, and unavailable selection provenance should remain an explicit limitation.",L032,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-003/insight_redacted.md
redacted,4,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","For resumable batch evaluations, path resolution is part of correctness. Resolving resources from the submission location avoids failures caused by scheduler-controlled temporary directories.","L003, L004",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,4,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Single-example provider preflights can detect route-access failures, but they do not establish whether a full run fits within quota limits. Batch planning therefore needs separate access and capacity checks.",L005,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,4,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",A combined score can conceal suite-specific reversals when one suite contributes most episodes. Model comparisons should therefore report suite and task results separately.,"L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
